UID,HPSA Name,Designation Type,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Withdrawn Date,County Name,Metropolitan Indicator,HPSA Population Type,HPSA Degree of Shortage,# of FTEs Short,HPSA Designation Population,% of Population Below 100% Poverty,Street Address,CITY,ZIP Code,Primary HHS Region Name,Rural Status,Longitude,Latitude
6512080516,Red Onion State Prison,Correctional Facility,3,VA,Proposed For Withdrawal,11/17/2015,12/28/2018,,Wise County,Unknown,,3,0.11,916,,10800 H JACK ROSE H,Pound,24279,Region III,Rural,-82.59845629,37.1204442
6264026617,Michigan Reformatory,Correctional Facility,12,MI,Designated,11/19/2015,7/6/2018,,Ionia County,Unknown,,12,0.75,1121,,1342 W Main St,Ionia,48846-1923,Region V,Rural,-85.09255947,42.97420497
6081163696,Crowley County Correctional Facility,Correctional Facility,21,CO,Proposed For Withdrawal,11/23/2015,8/2/2018,,Crowley County,Unknown,,12,2.11,3162,,6564 State Highway 96,Olney Springs,81062-8700,Region VIII,Rural,-103.9580518,38.16225151
62699926QW,Spectrum Health Family Medicine - Pentwater,Rural Health Clinic,12,MI,Designated,12/2/2015,12/2/2015,,Oceana County,Unknown,,,,,,500 N Hancock St,Pentwater,49449-8935,Region V,Rural,-86.43296451,43.78744496
6264007408,Baraga Correctional Facility,Correctional Facility,12,MI,Designated,12/3/2015,7/6/2018,,Baraga County,Unknown,,12,0.4,596,,13924 Wadaga Rd,Baraga,49908-9204,Region V,Rural,-88.5108894,46.76469499
6269674922,Chippewa Correctional Facility,Correctional Facility,12,MI,Designated,12/3/2015,7/6/2018,,Chippewa County,Unknown,,12,1.48,2214,,4269 W M 80,Kincheloe,49788-1634,Region V,Rural,-84.45252427,46.25931436
6269365209,Bellamy Correctional Facility,Correctional Facility,3,MI,Proposed For Withdrawal,12/3/2015,12/27/2018,,Ionia County,Unknown,,3,0.18,1469,,1727 W Bluewater Hwy,Ionia,48846-8647,Region V,Rural,-85.10245982,42.98080838
6191565067,CF-Iowa Correctional Institute for Women,Correctional Facility,12,IA,Designated,12/4/2015,11/30/2018,,Polk County,Unknown,,12,0.55,822,,420 Mill St SW,Mitchellville,50169-7702,Region VII,Non-Rural,-93.36585532,41.66596892
6271569491,Community Dental Care Rochester - Heintz Center,Other Facility,17,MN,Designated,12/7/2015,7/18/2018,,Olmsted County,Unknown,,,,,,1926 College View Rd E,Rochester,55904-8201,Region V,Non-Rural,-92.43723198,44.0214905
61399913D5,Keysville Family Health Center,Rural Health Clinic,12,GA,Designated,12/7/2015,12/7/2015,,Burke County,Unknown,,,,,,480 Martin Luther King Rd Unit A,Keysville,30816-4464,Region IV,Non-Rural,-82.22168546,33.23917051
6219992183,Casa San Pio,Rural Health Clinic,15,KY,Designated,12/8/2015,12/8/2015,,Powell County,Unknown,,,,,,638 E College Ave Ste B,Stanton,40380-2363,Region IV,Rural,-83.84658795,37.84396907
62699926NR,Spectrum Health Pennock Family Medicine – Ionia,Rural Health Clinic,24,MI,Designated,12/14/2015,12/14/2015,,Ionia County,Unknown,,,,,,2776 S State Rd,Ionia,48846-8472,Region V,Rural,-85.07477134,42.94645648
6229992252,Start Community Clinic,Rural Health Clinic,19,LA,Designated,12/14/2015,12/14/2015,,Richland Parish,Unknown,,,,,,5975 Federal 80 Hwy,Rayville,71269-7750,Region VI,Rural,-91.86068244,32.48637277
62699926NQ,Lakewood Family Health Care,Rural Health Clinic,15,MI,Designated,12/14/2015,12/14/2015,,Ionia County,Unknown,,,,,,4294 Laurel Dr,Lake Odessa,48849-8430,Region V,Rural,-85.15743856,42.78269724
61799917AD,Sabeeha Haque Ali MD LLC,Rural Health Clinic,14,IL,Designated,12/14/2015,12/14/2015,,Vermilion County,Unknown,,,,,,102 N Logan Ave,Danville,61832-8513,Region V,Non-Rural,-87.63798973,40.1264097
62699926NS,Spectrum Health Gerber Memorial Multispecialty Clinic,Rural Health Clinic,13,MI,Designated,12/14/2015,12/14/2015,,Newaygo County,Unknown,,,,,,230 W Oak St,Fremont,49412-1526,Region V,Rural,-85.9498351,43.46439448
61399913D6,Burke County Hospital,Rural Health Clinic,12,GA,Designated,12/14/2015,12/14/2015,,Burke County,Unknown,,,,,,351 S Liberty St,Waynesboro,30830-9686,Region IV,Non-Rural,-82.01195569,33.08385042
6225450927,Allen Correctional Center,Correctional Facility,12,LA,Designated,12/15/2015,7/6/2018,,Allen Parish,Unknown,,6,0.67,1370,,3751 Lauderdale Woodyard Rd,Kinder,70648-5908,Region VI,Rural,-92.78651207,30.56719158
6087894414,Federal Correctional Complex-Florence,Correctional Facility,12,CO,Proposed For Withdrawal,12/23/2015,12/28/2018,,Fremont County,Unknown,,12,5.69,8531,,5880 State Highway 67,Florence,81226-9791,Region VIII,Rural,-105.107127,38.36071195
6261714983,Lakeland Correctional Facility,Correctional Facility,12,MI,Designated,12/24/2015,7/6/2018,,Branch County,Unknown,,12,0.97,1453,,141 1st St,Coldwater,49036-8600,Region V,Rural,-84.99245579,41.96246713
6263167368,Richard a. Handlon Correctional Facility,Correctional Facility,12,MI,Designated,12/24/2015,7/6/2018,,Ionia County,Unknown,,12,0.84,1254,,1728 W Bluewater Hwy,Ionia,48846-8553,Region V,Rural,-85.10263635,42.98091607
6267070358,Cotton Correctional Facility,Correctional Facility,12,MI,Proposed For Withdrawal,12/24/2015,12/27/2018,,Jackson County,Unknown,,12,0.58,869,,3500 N Elm Ave,Jackson,49201-8887,Region V,Non-Rural,-84.38454034,42.2890484
6265615158,Earnest C. Brooks Correctional Facility,Correctional Facility,12,MI,Designated,12/24/2015,7/6/2018,,Muskegon County,Unknown,,12,0.74,1105,,2500 S Sheridan Dr,Muskegon Heights,49444-2665,Region V,Non-Rural,-86.18463185,43.20762358
6267640231,Kinross Correctional Facility,Correctional Facility,12,MI,Designated,12/28/2015,7/6/2018,,Chippewa County,Unknown,,12,0.84,1255,,16770 S Water Tower Dr,Kincheloe,49788-1637,Region V,Rural,-84.46773613,46.26253335
6262258202,MacOmb Correctional Facility,Correctional Facility,12,MI,Designated,12/28/2015,7/6/2018,,Macomb County,Unknown,,12,0.85,1267,,34625 26 Mile Rd,Lenox,48048-3000,Region V,Non-Rural,-82.76134212,42.72017649
6268002072,Muskegon Correctional Facility,Correctional Facility,12,MI,Designated,12/28/2015,7/6/2018,,Muskegon County,Unknown,,12,0.86,1292,,2400 S Sheridan Dr,Muskegon,49442-6240,Region V,Non-Rural,-86.18463327,43.20905151
6049719723,Florence Correctional Center,Correctional Facility,18,AZ,Proposed For Withdrawal,12/29/2015,12/28/2018,,Pinal County,Unknown,,12,4.23,6347,,1100 N Bowling Rd,Florence,85132,Region IX,Rural,-111.3704811,33.0384993
62999929IW,Kansas City Care Clinic,Federally Qualified Health Center,19,MO,Designated,1/7/2016,1/7/2016,,Jackson County,Unknown,,,,,,3515 Broadway Blvd,Kansas City,64111-2501,Region VII,Non-Rural,-94.5903457,39.06333002
630999305H,Sapphire Community Health Inc.,Federally Qualified Health Center,19,MT,Designated,1/7/2016,1/7/2016,,Ravalli County,Unknown,,,,,,316 N 3rd St,Hamilton,59840-2480,Region VIII,Rural,-114.1589226,46.24973458
61999919EY,Women's Clinic at Waverly Health Center,Rural Health Clinic,18,IA,Designated,1/7/2016,1/7/2016,,Bremer County,Unknown,,,,,,312 9th St SW,Waverly,50677-2929,Region VII,Rural,-92.48181093,42.72372991
635999355N,St. Luke's Health Care Clinic,Federally Qualified Health Center,18,NM,Designated,1/7/2016,1/7/2016,,Dona Ana County,Unknown,,,,,,999 W Amador Ave,Las Cruces,88005-2739,Region VI,Non-Rural,-106.7890775,32.30444799
6469994650,Arlington Medical Clinic,Rural Health Clinic,18,SD,Designated,1/7/2016,1/7/2016,,Kingsbury County,Unknown,,,,,,104 W Birch St,Arlington,57212-5801,Region VIII,Rural,-97.13471311,44.36353121
6229992270,Priority Health Care,Federally Qualified Health Center,17,LA,Designated,1/7/2016,1/7/2016,,Jefferson Parish,Unknown,,,,,,4700 Wichers Dr,Marrero,70072-3041,Region VI,Non-Rural,-90.09723085,29.88928564
635999355O,Taos Picuris Health Center,Indian Health Service Facility,20,NM,Designated,1/22/2016,1/22/2016,,Taos County,Unknown,,,,,,Goat Springs Rd,Taos,87571,Region VI,Rural,-105.5592698,36.413838
630999305G,Ruby Valley Medical Clinic,Rural Health Clinic,18,MT,Designated,1/28/2016,1/28/2016,,Madison County,Unknown,,,,,,210 E Crofoot St,Sheridan,59749-7714,Region VIII,Rural,-112.1935126,45.45291129
6403030921,James Crabtree CF,Correctional Facility,12,OK,Designated,2/3/2016,10/26/2018,,Alfalfa County,Unknown,,12,1.73,2590,,216 N Murray St,Helena,73741-1017,Region VI,Rural,-98.27673594,36.54503612
6408305883,Oklahoma State Penitentiary - McAlester,Correctional Facility,6,OK,Designated,2/3/2016,10/19/2018,,Pittsburg County,Unknown,,6,0.63,1624,,1301 N West St,Mcalester,74501-2659,Region VI,Rural,-95.78081957,34.95290827
60699906U6,Roads Foundation Inc.,Federally Qualified Health Center,22,CA,Designated,2/10/2016,11/9/2017,,Los Angeles County,Unknown,,,,,,121 S Long Beach Blvd,Compton,90221-3423,Region IX,Non-Rural,-118.2079609,33.89479283
60699906U2,San Fernando Community Health Center,Federally Qualified Health Center,13,CA,Designated,2/10/2016,2/10/2016,,Los Angeles County,Unknown,,,,,,732 Mott St,San Fernando,91340-4237,Region IX,Non-Rural,-118.444232,34.27660402
635999355R,Pueblo Pintado Health Center,Indian Health Service Facility,21,NM,Designated,2/16/2016,2/16/2016,,McKinley County,Unknown,,,,,,371 E Route 9,Crownpoint,87313,Region VI,Rural,-108.0957148,35.76150243
60699906YQ,Mathiesen Memorial Health Clinic,Native American/Tribal Facility/Population,13,CA,Designated,2/16/2016,2/16/2016,,Tuolumne County,Unknown,,,,,,18144 Seco St,Jamestown,95327-9498,Region IX,Rural,-120.4216593,37.95203787
6319993186,Avera Medical Group - Hartington,Rural Health Clinic,2,NE,Designated,2/23/2016,2/23/2016,,Cedar County,Unknown,,,,,,405 W Darlene St,Hartington,68739-4806,Region VII,Rural,-97.27138341,42.61883247
6403236304,Joseph Harp Correctional Facility,Correctional Facility,12,OK,Designated,2/24/2016,9/6/2018,,Cleveland County,Unknown,,12,2.01,3020,,16161 Moffat Rd,Lexington,73051,Region VI,Non-Rural,-97.20237571,35.02953681
6319993185,Tekamah Mercy Medical Clinic,Rural Health Clinic,10,NE,Designated,3/1/2016,3/1/2016,,Burt County,Unknown,,,,,,1211 S 13th St,Tekamah,68061-1808,Region VII,Rural,-96.22143295,41.76801852
6319993184,Oakland Mercy Medical Clinic,Rural Health Clinic,10,NE,Designated,3/1/2016,3/1/2016,,Burt County,Unknown,,,,,,211 N Engdahl Ave,Oakland,68045-1431,Region VII,Rural,-96.45965663,41.83512254
6319993183,Lyons Mercy Medical Clinic,Rural Health Clinic,10,NE,Designated,3/1/2016,3/1/2016,,Burt County,Unknown,,,,,,200 Main St # 209,Lyons,68038-2676,Region VII,Rural,-96.47721506,41.93762068
6481335973,CF-Bridgeport Correctional Center,Correctional Facility,9,TX,Proposed For Withdrawal,5/13/2016,12/28/2018,,Wise County,Unknown,,6,0.19,518,,4000 N 10th St,Bridgeport,76426-6140,Region VI,Rural,-97.75697178,33.23412114
6489179198,CF-Henley State Jail,Correctional Facility,6,TX,Proposed For Withdrawal,5/13/2016,12/28/2018,,Liberty County,Unknown,,6,0.86,2252,,758 Highway 321,Dayton,77535,Region VI,Non-Rural,-94.89309163,30.04849306
6487335275,CF-Alfred D Hughes,Correctional Facility,3,TX,Designated,5/13/2016,7/6/2018,,Coryell County,Unknown,,3,0.4,2844,,3201 Fm 929,Gatesville,76597-1010,Region VI,Rural,-97.69729304,31.48281726
6486317667,CF-Polunsky Unit,Correctional Facility,3,TX,Designated,5/13/2016,8/9/2018,,Polk County,Unknown,,3,0.23,2929,,3872 Fm 350 S,Livingston,77351-8580,Region VI,Rural,-95.01294049,30.69434628
6482962190,Billy Moore Correctional Facility,Correctional Facility,3,TX,Proposed For Withdrawal,5/13/2016,10/5/2018,,Rusk County,Unknown,,3,0.03,498,,8500 Fm 3053 N,Overton,75684-6008,Region VI,Rural,-94.97246874,32.32028828
6486858605,CF-Clyde M Johnston Unit,Correctional Facility,3,TX,Designated,5/13/2016,8/9/2018,,Wood County,Unknown,,3,0.15,586,,703 Airport Rd,Winnsboro,75494-7002,Region VI,Rural,-95.27658869,32.93891111
6483618831,CF-George Beto Unit,Correctional Facility,12,TX,Designated,5/18/2016,9/6/2018,,Anderson County,Unknown,,12,2.27,3401,,1391 Fm 3328,Tennessee Colony,75880-5000,Region VI,Rural,-95.82704568,31.76080713
6485805927,Eastham Unit,Correctional Facility,12,TX,Designated,5/18/2016,8/31/2018,,Houston County,Unknown,,12,1.43,2138,,2665 Prison Road 1,Lovelady,75851-5609,Region VI,Rural,-95.63126544,30.97790102
6481409971,CF-H.H. Coffield Unit,Correctional Facility,3,TX,Proposed For Withdrawal,5/18/2016,12/28/2018,,Anderson County,Unknown,,3,0.7,4044,,2661 Fm 2054,Tennessee Colony,75884-5000,Region VI,Rural,-95.8900917,31.80237318
6485741735,CF-Jester 1 Unit,Correctional Facility,3,TX,Designated,5/18/2016,8/24/2018,,Fort Bend County,Unknown,,3,0.09,308,,1 Jester Rd,Richmond,77406-7922,Region VI,Non-Rural,-95.7046077,29.62615976
6483395103,CF-James Bradshaw State Jail,Correctional Facility,6,TX,Proposed For Withdrawal,6/8/2016,12/28/2018,,Rusk County,Unknown,,6,1.01,1960,,3900 W Loop 571,Henderson,75652-5259,Region VI,Rural,-94.81629454,32.18370554
6485437811,CF-Christina Melton Crain,Correctional Facility,3,TX,Proposed For Withdrawal,6/8/2016,12/28/2018,,Coryell County,Unknown,,3,0.69,2842,,1401 State School Rd,Gatesville,76599-0001,Region VI,Rural,-97.73851687,31.47174367
6488063344,CF-Hutchins State Jail,Correctional Facility,3,TX,Proposed For Withdrawal,6/8/2016,12/28/2018,,Dallas County,Unknown,,3,0.2,2107,,1500 E Langdon Rd,Dallas,75241-7136,Region VI,Non-Rural,-96.70389768,32.67029812
60699906YB,"Unicare Community Health Center, Inc.",Federally Qualified Health Center,21,CA,Designated,6/14/2016,6/14/2016,,San Bernardino County,Unknown,,,,,,437 N Euclid Ave,Ontario,91762-3456,Region IX,Non-Rural,-117.6512537,34.06803274
6488714216,CF-Thomas Goree Unit,Correctional Facility,12,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Walker County,Unknown,,12,0.65,970,,7405 Highway 75 S,Huntsville,77320-3502,Region VI,Rural,-95.51677144,30.67203864
6482768230,John B. Connally Unit,Correctional Facility,9,TX,Proposed For Withdrawal,7/8/2016,10/5/2018,,Karnes County,Unknown,,3,0.24,2524,,899 Fm 632,Kenedy,78119-4516,Region VI,Rural,-97.83824732,28.77309907
6483870014,CF-Mark West Michael Unit,Correctional Facility,6,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Anderson County,Unknown,,6,1.34,3212,,2664 Fm 2054,Tennessee Colony,75886-5000,Region VI,Rural,-95.88833007,31.80572155
6484441654,CF-Skyview Unit,Correctional Facility,6,TX,Designated,7/8/2016,8/24/2018,,Cherokee County,Unknown,,6,1.29,2387,,379 Fm 2972 W,Rusk,75785-3666,Region VI,Rural,-95.16607119,31.81349249
6484538293,CF-Jester 4 Unit,Correctional Facility,6,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Fort Bend County,Unknown,,6,1.69,2833,,4 Jester Rd,Richmond,77406-8544,Region VI,Non-Rural,-95.70460344,29.62583879
6489187070,CF-John M. Wynne Unit,Correctional Facility,6,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Walker County,Unknown,,6,0.91,2567,,810 Fm 2821 Rd W,Huntsville,77320-3144,Region VI,Rural,-95.57670638,30.73642805
6484629459,CF-W.J. Estelle Unit,Correctional Facility,6,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Walker County,Unknown,,6,1.33,2900,,264 Fm 3478 Rd,Huntsville,77320-3322,Region VI,Rural,-95.50161127,30.88119642
6482156666,CF - Rev Catchment Area Holliday Transfer Facility,Correctional Facility,6,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Walker County,Unknown,,6,17.48,27294,,295 Interstate 45 N,Huntsville,77320-4959,Region VI,Rural,-95.57681537,30.72644715
6488901570,CF-Louis C Powledge Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Anderson County,Unknown,,3,0.26,1103,,1400 Fm 3452,Palestine,75803-2350,Region VI,Rural,-95.79621521,31.73970612
6486735313,CF-Vance Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Fort Bend County,Unknown,,3,0.1,390,,2 Jester Rd,Richmond,77406-7922,Region VI,Non-Rural,-95.70460628,29.62605277
6484901747,CF-Jester 3 Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Fort Bend County,Unknown,,3,0.06,1050,,3 Jester Rd,Richmond,77406-8544,Region VI,Non-Rural,-95.70460486,29.62594578
6486631429,CF-Lucile Plane State Jail,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Liberty County,Unknown,,3,0.65,2180,,904 Fm 686,Dayton,77535-2299,Region VI,Non-Rural,-94.93464785,30.10013652
6489274040,CF-Jim Ferguson Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Madison County,Unknown,,3,0.35,2324,,12120 Savage Dr,Midway,75852-3654,Region VI,Rural,-95.70691718,30.96031062
6489060176,CF-Gib Lewis Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Tyler County,Unknown,,3,0.6,2162,,777 Fm 3497,Woodville,75990-9990,Region VI,Rural,-94.39581299,30.79358036
6487047112,CF-Huntsville Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,12/28/2018,,Walker County,Unknown,,3,0.41,1515,,815 12th St,Huntsville,77340-5200,Region VI,Rural,-95.54764414,30.72292644
6481362957,O.B. Ellis Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/8/2016,10/5/2018,,Walker County,Unknown,,3,0.33,2369,,1697 Fm 980 Rd,Huntsville,77320-3314,Region VI,Rural,-95.45870694,30.87052786
6487277185,Mark W. Stiles Unit,Correctional Facility,15,TX,Proposed For Withdrawal,7/12/2016,10/5/2018,,Jefferson County,Unknown,,12,1.89,2841,,3060 Fm 3514,Beaumont,77705-7635,Region VI,Non-Rural,-94.05459285,29.99327317
6486002634,CF-Joe Kegans State Jail,Correctional Facility,6,TX,Proposed For Withdrawal,7/12/2016,12/28/2018,,Harris County,Unknown,,6,0.33,490,,707 Top St,Houston,77002-1223,Region VI,Non-Rural,-95.35524958,29.76396687
6481265927,Barry B. Telford Unit,Correctional Facility,3,TX,Proposed For Withdrawal,7/12/2016,10/5/2018,,Bowie County,Unknown,,3,0.15,2746,,3899 State Highway 98,New Boston,75570-5669,Region VI,Non-Rural,-94.47867369,33.42206823
6219992184,South Fork Medical Clinic PLLC,Rural Health Clinic,18,KY,Designated,7/19/2016,7/19/2016,,McCreary County,Unknown,,,,,,71 Medical Ln,Whitley City,42653-4216,Region IV,Rural,-84.47153436,36.73483027
62699926QX,Spectrum Health United Hospital IM and Ped Greenville,Rural Health Clinic,10,MI,Designated,7/19/2016,7/19/2016,,Montcalm County,Unknown,,,,,,707 S Greenville West Dr,Greenville,48838-3514,Region V,Rural,-85.27975816,43.17276036
64199941AO,Oregon Health and Science University Family Medicine at Scappoose,Rural Health Clinic,1,OR,Designated,7/19/2016,7/19/2016,,Columbia County,Unknown,,,,,,51377 SW Old Portland Rd,Scappoose,97056-4023,Region X,Non-Rural,-122.8797505,45.74093145
6488765103,James V. Allred Unit,Correctional Facility,6,TX,Proposed For Withdrawal,7/28/2016,10/5/2018,,Wichita County,Unknown,,3,0.78,3638,,2101 Fm 369 N,Iowa Park,76367-6568,Region VI,Non-Rural,-98.60328036,33.97726613
60699906EA,"Hurtt Family Health Clinic, Inc.",Federally Qualified Health Center,13,CA,Designated,7/29/2016,7/29/2016,,Orange County,Unknown,,,,,,1 Hope Dr,Tustin,92782-0221,Region IX,Non-Rural,-117.8334284,33.71487845
6484348788,CF - Middleton Unit,Correctional Facility,12,TX,Proposed For Withdrawal,8/1/2016,12/28/2018,,Jones County,Unknown,,6,8.22,15925,,13055 Fm 3522,Abilene,79601-8759,Region VI,Rural,-99.63165146,32.56208902
6485865073,CF-Formby-Wheeler Complex,Correctional Facility,9,TX,Proposed For Withdrawal,8/1/2016,12/28/2018,,Hale County,Unknown,,3,0.57,2360,,998 County Road AA,Plainview,79072-9641,Region VI,Rural,-101.6437745,34.1840613
6481145385,CF-Jim Rudd Unit,Correctional Facility,9,TX,Proposed For Withdrawal,8/1/2016,12/28/2018,,Terry County,Unknown,,3,0.11,589,,2004 Lamesa Rd,Brownfield,79316-9599,Region VI,Rural,-102.2854681,33.15818691
6487867054,CF-T.L. Roach Unit,Correctional Facility,3,TX,Designated,8/1/2016,8/1/2016,,Childress County,Unknown,,3,0.23,1850,,15845 Fm 164,Childress,79201-7919,Region VI,Rural,-100.2747826,34.42506546
6456879998,Lieber Correctional Institution,Correctional Facility,6,SC,Designated,8/15/2016,8/15/2016,,Dorchester County,Unknown,,6,0.54,1408,,136 Wilborn Ave,Ridgeville,29472-6351,Region IV,Non-Rural,-80.2882735,33.0857821
6453767768,Perry Correctional Institution,Correctional Facility,12,SC,Designated,8/25/2016,8/25/2016,,Greenville County,Unknown,,12,0.62,935,,430 Oaklawn Rd,Pelzer,29669-9363,Region IV,Non-Rural,-82.33569698,34.66062231
6457758493,Ridgeland Correctional Institution,Correctional Facility,18,SC,Designated,9/1/2016,7/6/2018,,Jasper County,Unknown,,12,0.82,1225,,5 Correctional Rd,Ridgeland,29936-4545,Region IV,Non-Rural,-80.96549278,32.4970529
6084309465,Centennial Correctional Facility,Correctional Facility,3,CO,Designated,9/1/2016,8/2/2018,,Fremont County,Unknown,,3,0.13,403,,600 Evans Rd,Canon City,81212,Region VIII,Rural,-105.1557896,38.44740197
632999325A,Battle Mountain Clinic,Rural Health Clinic,12,NV,Designated,9/6/2016,9/6/2016,,Lander County,Unknown,,,,,,535 S Humboldt St,Battle Mountain,89820-1988,Region IX,Rural,-116.9389448,40.64057173
60699906RT,Fort Bragg Rural Health Center,Rural Health Clinic,5,CA,Designated,9/13/2016,9/13/2016,,Mendocino County,Unknown,,,,,,850 Sequoia Cir,Fort Bragg,95437-5490,Region IX,Rural,-123.8018756,39.43052055
60699906R8,Redwood Medical Clinic,Rural Health Clinic,3,CA,Designated,9/13/2016,9/13/2016,,Mendocino County,Unknown,,,,,,88 Madrone St,Willits,95490-4249,Region IX,Rural,-123.352214,39.40096957
6085710361,CF-La Vista Correctional Facility,Correctional Facility,6,CO,Designated,9/16/2016,8/24/2018,,Pueblo County,Unknown,,6,0.29,800,,1401 W 17th St,Pueblo,81003-1929,Region VIII,Non-Rural,-104.6261663,38.28267081
6723793880,Centro De Detencion Bayamon (1072),Correctional Facility,6,PR,Designated,9/20/2016,9/20/2016,,Bayamo'n Municipio,Unknown,,6,0.91,2564,,Avenida Central Juanita,Bayamón,961,Region II,Non-Rural,-66.149698,18.420021
632999320G,First Person Care Clinic,Federally Qualified Health Center Look A Like,18,NV,Designated,9/21/2016,9/21/2016,,Clark County,Unknown,,,,,,1200 S 4th St,Las Vegas,89104-1063,Region IX,Non-Rural,-115.14994,36.15728728
64899948NT,Clarendon Family Medical Center,Rural Health Clinic,17,TX,Designated,9/21/2016,9/21/2016,,Donley County,Unknown,,,,,,Medical Center Dr,Clarendon,79226,Region VI,Rural,-100.8974475,34.9453506
6273276986,Apple Tree Dental - Rochester,Other Facility,17,MN,Designated,9/29/2016,6/25/2018,,Olmsted County,Unknown,,,,,,973 Skyline Dr SW,Rochester,55902-1220,Region V,Non-Rural,-92.48597408,44.01287547
6329993258,Pershing General Hospital and Nursing Home Physician Center,Rural Health Clinic,14,NV,Designated,10/3/2016,10/3/2016,,Pershing County,Unknown,,,,,,850 6th St,Lovelock,89419-8020,Region IX,Rural,-118.481952,40.17664453
60699906R9,Lodi Health Physicians Galt Family and Specialty Care,Rural Health Clinic,1,CA,Designated,10/3/2016,10/3/2016,,Sacramento County,Unknown,,,,,,381 Civic Dr,Galt,95632-2059,Region IX,Non-Rural,-121.2962704,38.25256443
64199941AR,Adventist Health Tillamook Medical Group Manzanita,Rural Health Clinic,17,OR,Designated,10/4/2016,10/4/2016,,Tillamook County,Unknown,,,,,,10445 Neahkahnie Creek Rd,Nehalem,97131,Region X,Rural,-123.9220389,45.71952345
64199941AQ,Adventist Health Tillamook Medical Group - Bay Ocean,Rural Health Clinic,17,OR,Designated,10/4/2016,10/4/2016,,Tillamook County,Unknown,,,,,,1011 3rd St,Tillamook,97141-8292,Region X,Rural,-123.854211,45.45628748
64199941AP,Adventist Health Tillamook Medical Group,Rural Health Clinic,17,OR,Designated,10/4/2016,10/4/2016,,Tillamook County,Unknown,,,,,,1100 3rd St,Tillamook,97141-3402,Region X,Rural,-123.8529735,45.45633945
6329993259,Silver Springs Rural Health Centers,Rural Health Clinic,16,NV,Designated,10/5/2016,10/5/2016,,Lyon County,Unknown,,,,,,3595 US Highway 50,Silver Springs,89429-9613,Region IX,Rural,-119.2801908,39.39596357
60699906RV,St. Helena Medical Care,Rural Health Clinic,8,CA,Designated,10/6/2016,10/6/2016,,Lake County,Unknown,,,,,,18990 Coyote Valley Rd,Hidden Valley Lake,95467-8337,Region IX,Rural,-122.556973,38.79442947
60699906RU,St. Helena Konocti Wellness Center,Rural Health Clinic,8,CA,Designated,10/6/2016,10/6/2016,,Lake County,Unknown,,,,,,9430 Lake St,Lower Lake,95457,Region IX,Rural,-122.6088082,38.91492077
60699906RY,Feather River Hospital Canyon View Clinic,Rural Health Clinic,2,CA,Designated,10/6/2016,10/6/2016,,Butte County,Unknown,,,,,,5734 Canyon View Dr,Paradise,95969-5503,Region IX,Rural,-121.5690969,39.75736704
60699906RX,Feather River Hospital - Feather River Health Center,Rural Health Clinic,2,CA,Designated,10/6/2016,10/6/2016,,Butte County,Unknown,,,,,,5125 Skyway,Paradise,95969-5624,Region IX,Rural,-121.6393052,39.74603235
60699906SU,Lucerne Community Clinic,Rural Health Clinic,4,CA,Designated,10/11/2016,10/11/2016,,Lake County,Unknown,,,,,,6300 E Highway 20,Lucerne,95458-7801,Region IX,Rural,-122.7925604,39.08645809
6349993447,"Rutgers, the State University of New Jersey - Newark",Federally Qualified Health Center,15,NJ,Designated,10/12/2016,10/12/2016,,Essex County,Unknown,,,,,,449 Broad St,Newark,07102-3224,Region II,Non-Rural,-74.17025547,40.74623734
6349993446,Rutgers the State University of New Jersey,Federally Qualified Health Center,12,NJ,Designated,10/12/2016,10/12/2016,,Middlesex County,Unknown,,,,,,277 George St,New Brunswick,08901-1311,Region II,Non-Rural,-74.44278233,40.49158477
6023205491,CF-Anchorage Correctional Complex,Correctional Facility,6,AK,Designated,10/14/2016,4/24/2017,,Anchorage Borough,Unknown,,6,1.66,2997,,1400 E 4th Ave,Anchorage,99501-2857,Region X,Non-Rural,-149.85807,61.218535
6028112284,Spring Creek Correctional Center,Correctional Facility,6,AK,Designated,10/14/2016,9/11/2018,,Kenai Peninsula Borough,Unknown,,6,0.54,1055,,Bette Cato Ave,Seward,99664,Region X,Rural,-149.3478383,60.093576
